marka;model;rok_prod;paliwo;przebieg;pojemnosc;skr_bie;kolor;stan;cena;kraj;link
Volkswagen;Golf;2016;Diesel;201 800;1 968;Automatyczna;Srebrny;U¿ywane;55900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-2-0tdi150km-automat-od-1-wlasciciela-pl-100-oryginal-100-serwis-ID6Es90G.html
Volkswagen;Golf;2016;Benzyna;196 000;1 197;Manualna;Bia³y;U¿ywane;37900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-golf-7-1-wlasciciel-bezwypadkowy-ID6EvNvc.html
Volkswagen;Golf;2016;Benzyna;62 000;1 395;Automatyczna;Bia³y;U¿ywane;9999;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-golf-vii-salon-1-wlasciciel-kompletne-wyposazenie-ID6Ev4Ws.html
Volkswagen;Golf;2019;Benzyna;29 000;1 498;Automatyczna;Szary;U¿ywane;89900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-salon-polska-highline-1-5-tsi-serwis-aso-niski-przebieg-ID6Erzq9.html
Volkswagen;Golf;2006;Diesel;350 000;1 896;Manualna;Czarny;U¿ywane;13900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-1-9-tdi-105km-alufelgi-16-klimatyzacja-b-ladny-ID6Euly5.html
Volkswagen;Golf;2013;Diesel;162 000;1 968;Manualna;Bia³y;U¿ywane;34900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-2-0-tdi-gtd-ID6EtecY.html
Volkswagen;Golf;2018;Benzyna;110 878;999;Manualna;Srebrny;U¿ywane;62900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-1-0-tsi-110km-fv23-navi-bt-czujniki-isofix-multifunkcja-alu-ID6Elp2J.html
Volkswagen;Golf;2008;Benzyna;177 000;1 595;Manualna;Srebrny;U¿ywane;17700;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-1-6-102km-2008r-5-drzwi-z-niemiec-ID6ExIcl.html
Volkswagen;Golf;2018;Benzyna;80 654;1 984;Automatyczna;Inny kolor;U¿ywane;89000;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-ID6ExIJC.html
Volkswagen;Golf;2004;Diesel;385 000;1 896;Manualna;Niebieski;U¿ywane;9990;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-ekonomiczny-zadbany-ID6Es0Kd.html
Volkswagen;Golf;2011;Benzyna;126 200;1 197;Automatyczna;Czarny;U¿ywane;26900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-6-automat-w-perfekcyjnym-stanie-ID6EsZZV.html
Volkswagen;Golf;2006;Benzyna;174 000;1 984;Manualna;Czarny;U¿ywane;19000;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-golf-v-gti-warszawa-ID6EsFFy.html
Volkswagen;Golf;2003;Benzyna;189 000;2 324;Manualna;Szary;U¿ywane;15900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-2-3-v5170-km-gtibezwypadkowystan-mega-zadbany-ID6Eni5s.html
Volkswagen;Golf;2014;Benzyna;85 300;1 197;Manualna;Srebrny;U¿ywane;36500;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-vii-1-2-ID6Ex6W0.html
Volkswagen;Golf;2015;Diesel;228 403;1 968;Manualna;Inny kolor;U¿ywane;40500;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-vii-2-0-tdi-150-km-ID6Esu35.html
Volkswagen;Golf;2005;Benzyna;196 000;1 390;Manualna;Czarny;U¿ywane;10950;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-super-stan-wersja-sport-ID6ExHol.html
Volkswagen;Golf;2010;Diesel;174 836;1 598;Manualna;Czarny;U¿ywane;26800;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-wersja-exclusive-ID6ExHcV.html
Volkswagen;Golf;2012;Benzyna;190 300;1 390;Manualna;Czarny;U¿ywane;27600;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-1-4-mpi-benzyna-z-niemiec-bezwypadkowy-ID6Ewfot.html
Volkswagen;Golf;2005;Benzyna;229 500;1 390;Manualna;Szary;U¿ywane;17200;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-pakiet-gt-1-4-mpi-klima-ID6ExE8z.html
Volkswagen;Golf;1993;Benzyna;243 000;1 781;Manualna;Czerwony;U¿ywane;4500;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-okazja-ID6Et3Sf.html
Volkswagen;Golf;2015;Diesel;132 000;1 968;Manualna;Czarny;U¿ywane;45900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-2-0-tdi-cr-hacback-prywatne-ID6ErXJg.html
Volkswagen;Golf;2007;Benzyna;165 000;1 595;Manualna;Srebrny;U¿ywane;13900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-idealny-grzane-fotele-klima-alu-zadbany-ID6EvHVK.html
Volkswagen;Golf;2007;Benzyna;166 000;1 595;Manualna;Srebrny;U¿ywane;14990;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-1-6-mpi-102km-z-de-166tys-km-klima-tour-gwarancja-oplacony-ID6EweyM.html
Volkswagen;Golf;2022;Diesel;1;1 968;Automatyczna;Niebieski;Nowe;137973;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-od-reki-style-2-0-tdi-150km-czujniki-parkowania-z-przodu-i-z-tylu-ID6EvGWF.html
Volkswagen;Golf;2010;Diesel;209 000;1 598;Manualna;Czarny;U¿ywane;16900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-ID6EvGPg.html
Volkswagen;Golf;2007;Diesel;165 000;1 896;Manualna;Szary;U¿ywane;16900;Polska;https://www.otomoto.pl/oferta/volkswagen-golf-oryginalny-przebieg-bez-wkladu-finansowego-ID6EvGLe.html
Volkswagen;Golf;2005;Diesel;239650;1896;Manualna;Czarny;U¿ywane;9353;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-v-1-9-tdi-trendline-4season-klima-rcd300-diesel-schwarz-952e5e1d-a603-4cfa-92ac-e7d2f29fdce6
Volkswagen;Golf;2014;Benzyna;53750;1984;Manualna;Szary;U¿ywane;92966;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gti-performance-3t-schalter-dcc-navi-original-benzin-grau-9f7f74bd-4256-4bd4-9f77-5f25126cb8a1
Volkswagen;Golf;2022;Benzyna;0;1984;Automatyczna;Bia³y;Nowe;226470;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-benzin-weiss-7064c38e-327e-4113-bb38-1047b3aab26f
Volkswagen;Golf;2021;Diesel;30460;1968;Automatyczna;Czarny;U¿ywane;124268;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-2-0tdi-united-nav-led-acc-shzg-pdc-ahk-diesel-schwarz-de1aac8d-ecca-4b63-bd02-1e51b3480c86
Volkswagen;Golf;2013;Benzyna;55450;1984;Automatyczna;Czarny;U¿ywane;93483;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gti-performance-2-0-tsi-dsg-navi-xenon-shz-pdc-benzin-schwarz-c383a728-45e4-4388-92e7-37a4b366a49a
Volkswagen;Golf;2021;Diesel;22920;1984;Automatyczna;Czarny;U¿ywane;171028;Niemcy;https://www.autoscout24.de/smyle/details/6332394e-8ef6-4473-8e92-91c8b59d6dde
Volkswagen;Golf;2022;Diesel;0;1968;Manualna;Szary;Nowe;142810;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-line-diesel-grau-d400760a-5ed1-45ae-889b-e4c2882161fe
Volkswagen;Golf;2021;Benzyna;17031;1984;Automatyczna;Czarny;U¿ywane;281953;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-matrix-pano-kam-h-k-navipro-hud-memory-19-benzin-schwarz-34dd1256-2be3-4a78-81bd-4ec7e321c07e
Volkswagen;Golf;2021;Benzyna;13449;1984;Automatyczna;Czarny;U¿ywane;284303;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-matrix-pano-kam-h-k-navipro-hud-memory-19-benzin-schwarz-320a1d97-9f83-4205-a454-d48b260c7a65
Volkswagen;Golf;2021;Benzyna;13833;1984;Automatyczna;Czarny;U¿ywane;284303;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-matrix-pano-kam-h-k-navipro-hud-memory-19-benzin-schwarz-df1d7a36-6d0d-4fc2-8e9a-1cf9acadd041
Volkswagen;Golf;2019;Benzyna;13990;1984;Automatyczna;Szary;U¿ywane;211453;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gti-vii-tcr-2-0-tsi-jp-performance-apr-acc-pano-rfk-le-benzin-grau-02eb3844-c2a2-486f-825d-98c118027566
Volkswagen;Golf;2014;Benzyna;89250;1984;Manualna;Bia³y;U¿ywane;84459;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-gti-performance-2-0tsi-navi-dynaudio-ex-benzin-weiss-2d793585-d06d-49b6-8661-6c6bf3e3670f
Volkswagen;Golf;2017;Hybryda;34900;1395;Automatyczna;Czarny;U¿ywane;117030;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gte-1-4-tsi-dsg-hybrid-euro-6-navi-led-klima-navi-elektro-benzin-schwarz-b44994b2-9750-4eee-a82d-78cb31bc4dfd
Volkswagen;Golf;2014;Diesel;127433;1968;Automatyczna;Szary;U¿ywane;82203;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gtd-2-0-tdi-dsg-xenon-navi-pdc-mfl-klima-privacy-s-diesel-grau-0f7a3fbd-2fdc-4549-bc1b-122eec199bb2
Volkswagen;Golf;2021;Diesel;22480;1968;Automatyczna;Szary;U¿ywane;125819;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-2-0tdi-life-dsg-navi-led-acc-diesel-grau-6070138a-e8b0-4462-be1f-7653c8692cdb
Volkswagen;Golf;2020;Hybryda;32380;1395;Manualna;Szary;U¿ywane;182736;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gte-viii-gte-navi-led-acc-panoramadach-elektro-benzin-grau-36630e9a-bc47-4645-bd9e-afa7e6cfbda4
Volkswagen;Golf;2019;Benzyna;46397;2000;Automatyczna;Szary;U¿ywane;154113;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gti-vii-2-0-tsi-tcr-dsg-active-info-display-benzin-grau-4a9d20ee-fffe-4d78-9bf9-784502beb976
Volkswagen;Golf;2017;Benzyna;46000;1395;Automatyczna;Szary;U¿ywane;82203;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-4-tsi-allstar-navi-kamera-pdc-sh-benzin-grau-35fe4fa0-6266-4ab9-ac8a-c3485d19bf50
Volkswagen;Golf;2022;Diesel;0;1968;Automatyczna;Szary;Nowe;152210;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-line-diesel-grau-23ff7656-b817-4840-8be7-743d3709af43
Volkswagen;Golf;2020;Hybryda;21200;1395;Automatyczna;Czarny;U¿ywane;140953;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gte-ehybrid-sport-led-virtual-acc-17-zoll-elektro-benzin-schwarz-54502552-785d-4d88-a2e4-dec9b4f0560c
Volkswagen;Golf;2020;Hybryda;18500;1395;Automatyczna;Szary;U¿ywane;170375;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gte-viii-1-4-tsi-dsg-gte-navi-pano-ahk-elektro-benzin-grau-0b58b82e-dc3c-4f51-b5c0-63a9673f4d45
Volkswagen;Golf;2016;Benzyna;31492;1984;Manualna;Czerwony;U¿ywane;149108;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gti-clubsport-dcc-dynaud-dab-nav-kam-19-appcon-benzin-rot-5379f713-d4d7-4a50-a833-a5a562c554e7
Volkswagen;Golf;2019;Diesel;70000;1968;Automatyczna;Czarny;U¿ywane;98653;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-highline-dsg-kamera-acc-shzg-appcon-diesel-schwarz-288f13d5-9a11-405d-a88c-628df4ec7f7e
Volkswagen;Golf;2020;Diesel;94061;1968;Manualna;Srebrny;U¿ywane;99645;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-highline-2-0-tdi-ahk-nav-led-bt-touch-lightass-diesel-silber-fd2daba2-aa3e-4183-b2ae-246e8e3c9711
Volkswagen;Golf;2021;Benzyna;2390;1498;Manualna;Czarny;U¿ywane;149789;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-1-5tsi-style-sofort-navi-ledplus-kamera-ergoactiv-benzin-schwarz-c35e4eb6-f1d4-424b-b958-e94607d937b6
Volkswagen;Golf;2017;Diesel;88203;1968;Manualna;Bia³y;U¿ywane;98230;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-2-0-tdi-r-line-aac-pdc-navi-shz-diesel-weiss-8c6204a3-1ef5-4a05-91bc-f8a56598058f
Volkswagen;Golf;2016;Diesel;46291;1968;Manualna;Niebieski;U¿ywane;102930;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-2-0-tdi-highline-bi-xenon-navi-diesel-blau-65196d3e-5dfa-4440-a9d6-5f9b12001d88
Volkswagen;Golf;2020;Diesel;86870;1968;Manualna;Czarny;U¿ywane;107108;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-2-0tdi-hl-navi-fahrschule-ahk-led-acc-diesel-schwarz-39a8728a-7880-4e86-bb06-9da0fca2b1a3
Volkswagen;Golf;2021;Benzyna;20880;1968;Manualna;Czarny;U¿ywane;117354;Niemcy;https://www.autoscout24.de/smyle/details/af43ba8e-7117-4250-8fe9-5c9b02a33835
Volkswagen;Golf;2020;Hybryda;18731;1498;Automatyczna;Szary;U¿ywane;157309;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-r-line-etsi-1-5-led-navi-keyless-kurvenlicht-elektro-benzin-grau-b5c000c0-b256-4dcc-99ca-3d90c54fa5af
Volkswagen;Golf;2017;Hybryda;58092;1400;Automatyczna;Bia³y;U¿ywane;106925;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-4tsi-gte-dsg-navi-keyless-access-light-elektro-benzin-weiss-27a96cc3-cf4f-4087-b605-482f7073e2cb
Volkswagen;Golf;2017;Diesel;76371;1968;Automatyczna;Czarny;U¿ywane;102930;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-2-0-tdi-gtd-dsg-xenon-navi-shz-tempomat-diesel-schwarz-467a07d1-9814-48db-b6eb-5c357ac3084c
Volkswagen;Golf;2022;Benzyna;0;1498;Automatyczna;Szary;Nowe;140930;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-line-benzin-grau-6477ee21-f1f0-48fa-9bbb-5ce4182d93ff
Volkswagen;Golf;2022;Benzyna;0;1984;Automatyczna;Szary;Nowe;198270;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gti-clubsport-benzin-grau-5c11bbe8-b529-40fd-84f8-e0a7a3bb49d0
Volkswagen;Golf;2021;Diesel;12300;1984;Automatyczna;Szary;U¿ywane;163320;Niemcy;https://www.autoscout24.de/smyle/details/b300fb1c-0379-436b-b340-8bf0cac1f2e5
Volkswagen;Golf;2017;Diesel;72783;1968;Automatyczna;Czarny;U¿ywane;88548;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-comfortline-2-0tdi-dsg-navi-shz-parkpilot-diesel-schwarz-47d0c9d1-b3be-4c3b-88f8-2736739e87e6
Volkswagen;Golf;2020;Diesel;41800;1598;Manualna;Szary;U¿ywane;93718;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-6-tdi-comfotline-navi-acc-alu-szh-diesel-grau-7228f1a3-9670-4a61-be96-af5b50a6c35b
Volkswagen;Golf;2017;Benzyna;65300;1984;Automatyczna;Bia³y;U¿ywane;164359;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-4motion-dsg-leder-navi-pano-led-upe-65-865-eur-benzin-weiss-0fc7d507-9900-4489-a357-433882382e9f
Volkswagen;Golf;2021;Benzyna;14304;1498;Automatyczna;Szary;U¿ywane;145512;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-5-etsi-united-dsg-standheizung-rear-benzin-grau-4123721f-cf92-49ff-beea-aa140756f595
Volkswagen;Golf;2021;Benzyna;18000;2000;Automatyczna;Niebieski;U¿ywane;288857;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-r-2-0-tsi-4motion-dsg-akrapovic-led-matrix-n-benzin-blau-60034dce-7c3b-4bdf-864e-68b7188ad539
Volkswagen;Golf;2022;Benzyna;0;1498;Automatyczna;Szary;Nowe;130655;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-8-style-navigationsfunktion-winterpak-pdc-v-h-benzin-grau-c6f25327-d723-47df-8316-fc5858defa59
Volkswagen;Golf;2020;Benzyna;14313;1500;Automatyczna;Czarny;U¿ywane;178553;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-1-5-tsi-highline-dsg-navi-led-acc-d-benzin-schwarz-7202cbde-f7c0-4540-b2ec-0e15ad4589bb
Volkswagen;Golf;2017;Benzyna;55317;1395;Manualna;Czarny;U¿ywane;78443;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-comfortline-navi-pano-dynaudio-lm-16-benzin-schwarz-d63e49bc-6a01-40b6-9447-0bae1b94f173
Volkswagen;Golf;2021;Benzyna;8813;1395;Manualna;Czarny;U¿ywane;117453;Niemcy;https://www.autoscout24.de/smyle/details/bc422d3d-eb62-4691-8f55-40bd8a66835f
Volkswagen;Golf;2021;Diesel;24907;1395;Automatyczna;Czarny;U¿ywane;126425;Niemcy;https://www.autoscout24.de/smyle/details/44820a9d-b9bc-4840-b42f-1b74dd37c543
Volkswagen;Golf;2017;Benzyna;60000;1395;Manualna;Czarny;U¿ywane;82109;Niemcy;https://www.autoscout24.de/smyle/details/e78b074d-cd4f-4035-b111-1ae4395c3f03
Volkswagen;Golf;2016;Diesel;78080;1968;Manualna;Czarny;U¿ywane;74495;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-2-0-tdi-allstar-r-line-pdc-shz-ahk-temp-diesel-schwarz-d58c8ed3-3a98-41b3-975f-6e6686035d3a
Volkswagen;Golf;2017;Benzyna;48628;999;Automatyczna;Szary;U¿ywane;77508;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-0-tsi-led-klima-acc-sitzheizung-uvm-benzin-grau-51555c74-e6aa-4319-a95f-0b180c3fe2b5
Volkswagen;Golf;2014;Benzyna;56609;1395;Automatyczna;Niebieski;U¿ywane;79430;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-1-4-tsi-highline-euro-6-xenon-ahk-klima-xenon-benzin-blau-3d43952f-4b5c-4413-9e1a-0a1f4b24e894
Volkswagen;Golf;2017;Diesel;62147;1968;Manualna;Bia³y;U¿ywane;91321;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-sound-r-line-licht-und-sicht-diesel-weiss-3b970a6b-a24a-44e3-a4b8-faa5fbee5e97
Volkswagen;Golf;2017;Benzyna;79696;1395;Manualna;Szary;U¿ywane;79571;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-1-4-tsi-highline-navi-rfk-xenon-benzin-grau-5d28d398-a2f9-46c6-aeff-4fdbaa7885a5
Volkswagen;Golf;2020;Diesel;20050;1395;Automatyczna;Szary;U¿ywane;121730;Niemcy;https://www.autoscout24.de/smyle/details/8d4e0f20-f169-4026-bc66-41564ffe2253
Volkswagen;Golf;2021;Benzyna;17000;1395;Automatyczna;Szary;U¿ywane;199698;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gte-1-4-l-ehybrid-opf-110-kw-150-ps-80-110-6-g-benzin-grau-8146f22d-3bf3-40bb-81bf-3caeaf7ed5fb
Volkswagen;Golf;2022;Benzyna;9990;1984;Automatyczna;Czarny;U¿ywane;289003;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-r-2-0-tsi-4motion-dsg-akrapovic-ddc-19-benzin-schwarz-8627768e-22ee-487d-a3d5-94e2d3bb4fce
Volkswagen;Golf;2019;Benzyna;20089;1984;Automatyczna;Bia³y;U¿ywane;140671;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-gti-performance-dsg-navi-led-app-conec-benzin-weiss-906ec722-834e-47ed-9e25-90fe38eb1a3b
Volkswagen;Golf;2017;Diesel;38800;1598;Manualna;Bia³y;U¿ywane;77973;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-1-6-tdi-limousine-4-tueren-navigation-pdc-diesel-weiss-e4229a76-0e7c-4bda-a87e-b49d8322a441
Volkswagen;Golf;2020;Hybryda;17500;1395;Automatyczna;Niebieski;U¿ywane;187906;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gte-gte-1-4-tsi-opf-dsg-navi-led-panorama-acc-elektro-benzin-blau-57bf87fb-85db-4447-8749-c9c806b6bc95
Volkswagen;Golf;2016;Benzyna;70945;1395;Automatyczna;Czarny;U¿ywane;82809;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-4-tsi-highline-dsg-navi-panorama-tempomat-benzin-schwarz-ee86262b-8e0c-4403-aebe-26ea9b8084de
Volkswagen;Golf;2014;Diesel;88400;1968;Automatyczna;Niebieski;U¿ywane;71910;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-dsg-highline-pano-xenon-diesel-blau-d55c5347-ff3e-40ba-83b0-6d5b75f77a23
Volkswagen;Golf;2017;Benzyna;64671;1498;Manualna;Szary;U¿ywane;98230;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-5-tsi-act-bmt-highline-r-line-led-navi-benzin-grau-58f0448c-6210-4196-b524-4fa8986671cd
Volkswagen;Golf;2017;Benzyna;64671;1498;Manualna;Szary;U¿ywane;98230;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-5-tsi-act-bmt-highline-r-line-led-navi-benzin-grau-58f0448c-6210-4196-b524-4fa8986671cd
Volkswagen;Golf;2020;Benzyna;13800;1498;Manualna;Szary;U¿ywane;117453;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-5tsi-life-led-navi-ahk-head-up-benzin-grau-bb04f7ba-5280-4202-a73d-4c4ade93388a
Volkswagen;Golf;2021;Diesel;20490;1968;Automatyczna;Niebieski;U¿ywane;148003;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-variant-viii-2-0-tdi-dsg-life-acc-led-front-assist-diesel-blau-7c830a8b-6e9f-4792-b5e1-14b16323061a
Volkswagen;Golf;2021;Benzyna;11676;1968;Manualna;Niebieski;U¿ywane;157356;Niemcy;https://www.autoscout24.de/smyle/details/1fb0349a-0bbb-403b-92b8-2244c6f5e067
Volkswagen;Golf;2017;Diesel;45454;1968;Automatyczna;Niebieski;U¿ywane;108006;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-highline-tdi-dsg-r-line-exterieur-diesel-blau-36de3bff-9b9a-487b-b04c-0e8886cfbf85
Volkswagen;Golf;2020;Benzyna;28049;1984;Automatyczna;Szary;U¿ywane;150071;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-lim-gti-dsg-performance-leder-navi-led-benzin-grau-6ebbc248-5ead-4f96-825e-e178ed5f915d
Volkswagen;Golf;2019;Benzyna;15490;1984;Automatyczna;Czerwony;U¿ywane;178553;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-gti-vii-tcr-2-0-tsi-dsg-akrapovic-acc-rfk-benzin-rot-022168cf-7461-4b1f-92f4-5065d57983da
Volkswagen;Golf;2021;Benzyna;26253;1498;Manualna;Czarny;U¿ywane;110380;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-5-tsi-united-led-navi-klima-gra-sitz-benzin-schwarz-a0f76621-d8ec-44c5-8459-22b7186a6838
Volkswagen;Golf;2021;Hybryda;5320;1395;Manualna;Czerwony;U¿ywane;183253;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-4-ehybrid-style-bafa-navi-led-panora-elektro-benzin-rot-47316884-dcc7-460d-942c-c058973ec189
Volkswagen;Golf;2021;Diesel;20000;1968;Automatyczna;Srebrny;U¿ywane;144901;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-variant-life-2-0-tdi-dsgnavi-led-app-diesel-silber-bea32a93-97e0-43e8-a324-fb3580fb1421
Volkswagen;Golf;2020;Diesel;44750;1968;Automatyczna;Bia³y;U¿ywane;126848;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-2-0-tdi-dsg-hl-nav-led-acc-ahk-sh-diesel-weiss-c7bd3b9a-9dd9-4b3d-8dc9-eee7de7fc599
Volkswagen;Golf;2021;Diesel;19240;1968;Manualna;Bia³y;U¿ywane;143303;Niemcy;https://www.autoscout24.de/smyle/details/707fa604-bbf6-4e50-9b4b-2148214b3008
Volkswagen;Golf;2019;Benzyna;30295;1498;Manualna;Szary;U¿ywane;114633;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-8-1-5-tsi-act-opf-style-first-edition-panoramadach-benzin-grau-4608ec4f-892e-4c0b-814f-48e3a5482dd9
Volkswagen;Golf;2019;Benzyna;21000;1498;Automatyczna;Szary;U¿ywane;157210;Niemcy;https://www.autoscout24.de/smyle/details/65536794-8bc4-41e7-b027-53d737c172e7
Volkswagen;Golf;2022;Benzyna;0;1498;Automatyczna;Szary;Nowe;130655;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-8-life-navigationsfunktion-led-winterpak-l-s-benzin-grau-c1c3b5dd-2985-4994-9857-366261f29014
Volkswagen;Golf;2022;Benzyna;0;1984;Automatyczna;Szary;Nowe;130655;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-2-0tsi-gti-schiebed-navi-led-sitzhzg-benzin-grau-b84b8941-3bb1-4b2b-9aac-e404a6649498
Volkswagen;Golf;2021;Diesel;22934;1968;Automatyczna;Szary;U¿ywane;145122;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-variant-2-0tdi-dsg-life-led-nav-ahk-acc-da-diesel-grau-2774e8af-6c2c-49f9-b5f3-84da4b4696ca
Volkswagen;Golf;2022;Benzyna;10;1984;Automatyczna;Bia³y;U¿ywane;225497;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-2-0-tsi-r-4motion-navi-led-shz-klima-navi-benzin-weiss-7faaa45d-cdbc-4299-9695-0b8145e51636
Volkswagen;Golf;2021;Diesel;7600;1968;Automatyczna;Szary;U¿ywane;159753;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-variant-viii-life-2-0-tdi-eu6d-diesel-grau-ad3f1d6c-b107-4b90-a73f-0f24304fe1fe
Volkswagen;Golf;2021;Benzyna;13700;1498;Manualna;Szary;U¿ywane;122106;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-1-5-tsi-united-6-gang-benzin-grau-081909a4-7fab-4e40-b9e5-31cb3d995fcf
Volkswagen;Golf;2019;Diesel;49608;1598;Automatyczna;Szary;U¿ywane;82203;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-vii-trendline-1-6-tdi-85-kw-dsg-app-connect-diesel-grau-78f40efd-124b-4131-92d5-345843b77426
Volkswagen;Golf;2021;Benzyna;10000;1984;Automatyczna;Czarny;U¿ywane;257974;Niemcy;https://www.autoscout24.de/angebote/volkswagen-golf-viii-r-2-0-l-tsi-opf-4motion-320-ps-7-gang-benzin-schwarz-fa8790aa-c6a9-4e53-87f1-e0e79953642f
